review,sentiment
"SciFi has been having some extremely bad luck making quality movies lately (such as Minotaur or Dog Soldiers). Grendel is supposed to be based of the great epic Beowulf, however, it deviates so much (and offers so little in comparison) that the advertisements on television might as well have titled it 'some shitty Christopher Lambert movie'. I wasn't expecting it to be as accurate as a full blown Hollywood production, but I did however expect the 'artistic integrity' to not interfere with the actual story (even if a little bit was changed to make a two hour storyboard flow nicely in the allotted time slots).<br /><br />Did the director and producers have any idea about what they were doing (did any research go into this?). Obviously not, as one could tell from the massive horned helmets that Beowulf and his crew (save for mullet boy) are wearing. One major problem I have though was with the very look of Grendelif Beowulf is supposed to wrestle him, shouldn't he not have been sixteen feet tall and weigh 2 tons? Grendel's death segment was also lacking in every way  in my opinion the one in the epic was actually better than the made up junk on the script; for example: Grendel is supposed to have his arm ripped out from the socket by Beowulf  not cut off at the forearm after he was set on fire by an exploding arrow from a crossbow that looks like it weighs 300lbs! And Grendel's motherdid they just combine her with the dragon at the end of the epic where he eventually dies when he succumbs to his wounds? And honestly, what the hell was with that mullet? <br /><br />If you want to see this movie because its connection to the epic.don't, as there really isn't one (other than character names). The only way I could recommend this film is if you liked the movie Druids (directed by Jacques Dorfmann)  although I don't recommend watching either.",negative
"This was honestly the worst movie i have ever seen. the acting was god awful, the story line also was bad. it was however a good idea. if this movie would have had better cinematics, and a lot better actors, i might of had something better to say. edgar allen poe was a great Gothic writer, and this movie just destroyed it. why do people always have to kill good stories by making bad movies. the only good part was when the killer put the head under the floor with a tape going, that was pretty good. the swinging axe was just horrible, there was absolutely no suspense. and also when the killer is chasing everyone around in the end, he was going from one place to another in just seconds, it makes absolutely no sense.",negative
"Don't understand how these animated movies keep coming out, and no matter how good (or bad) it is people love it.<br /><br />I saw this movie with my two kids (5,7). They like pretty much anything animated (like most people who rated this film). The theater was almost full, and I looked forward to seeing the movie with its superb cast. To tell the truth I was bored silly. It was unbelievably predictable and just plain unfunny. There were a couple chuckles throughout the film and that was it. Of course they tried time and time again to get the cheap laugh, but just didn't work. My son almost always says to me that he wants the DVD after we see an animated movie, but not on this one. My daughter fell asleep half way through. Also, the kids thought the character animation looked weird. I haven't heard that from them since seeing The Polar Express, which gave my daughter nightmares.<br /><br />Trust me, I'm not the type who looks for the negative in everything. But quality is quality, and like so many animated movies they throw out there, it has very little.",negative
"This movie is the Latino Godfather. An unlikely mobster bridges the gap to some unlikely alliances and forms an empire. I enjoyed the action and gunfights along with the brash acting and colorful characters. This movie is no Oscar winner, but definitely entertaining. Hey, who needs an Oscar anyway? <br /><br />Chapa has got some balls to direct& act ( I think he produced it too?) this movie. Reminds me of another filmmaker who likes to do it all, Robert Rodrigez. Keep it up, is there a sequel in the works? There are a bunch of strings that need to be tied. Son comes back and avenges dads death?",positive
"This sci-fi adventure is not the best and by no means the worst. I agree with the statement that bad sci-fi is comical. Bizarre pink tinting and unusual special effects make this a favorite for the late, late, late show viewers. Space explorers on the planet Mars fight off strange giant amoeba-like monsters and other strange creatures. Pretty cool.<br /><br />The cast includes Les Tremayne, Naura Hayden, Gerald Mohr and Jack Kruschen. Get comfy and enjoy. Don't feel bad if you nod off for a moment. I agree with adding this to the list of cult classics to not miss.",negative
"Granted, I'm not the connoisseur d'horror my partner is, but a well put together, clever flick is worth the time. My quibbles, in brief:<br /><br />- Dialog often weak and at times unbelievable coming from the given character.<br /><br />- Unconvincing acting.<br /><br />- Storyline never really caught fire.<br /><br />The writers plucked choice bits from half a dozen mainstream films, tossed into a kettle, simmered not nearly enough and tried feeding us poor saps the resulting mess, al'dente.<br /><br />Long and short, while not absolutely terrible, it was definitely not worthy of absorbing one of my NetFlix rentals.",negative
"Michael (played by Steven Robertson) has cerebal palsy, and lives a quiet, and dull, life in Carrigmore Residential Home. When a newcomer to the home, Rory (McAvoy), befriends him, he proceeds to show Michael how to live past the disability. Despite, or maybe because of, Rory's crippling disability (unable to move all but his head and a few digits on his hand), Rory is fiercely independent, and extremely rebellious. His affect upon the quiet and reserve Michael is spectacular, and the two soon leave the care home to set up lives in the outside world, where they recruit the help of Siobhan (Romola Garai) as a care assistant.<br /><br />This film is one of the gems of the year! Much like last year's In America, the film goes from being extremely funny, to distressing, touching, upsetting, and truly moving without once seeming saccharine sweet. Knowing exactly where to tug at the heartstrings, and where to simply let the story, and characters, do their thing, O'Donnell has crafted a wonderful film which tells us all to look past the surface, and see what lies within.<br /><br />The true strengths of the film come in the lead actors. So convincing are their characters that you truly do believe that they are disabled. To further manage to convey humor and sorrow on top of the already great performances is amazing. The pair really seem close friends, and as their tale unfolds you care completely for them.<br /><br />This is definitely one of the finest examples of film this year, telling a very relevant story in a simple way. If this film fails to touch your heart, then you must contain pure ice inside.",positive
"A BUSTER KEATON Silent Short.<br /><br />Poor Buster becomes THE GOAT (""scapegoat"") for a dangerous escaped murderer.<br /><br />This is a wonderful, hilarious little film with Keaton at his absolute best. In what is essentially a series of chases, Buster gets to exercise his endlessly inventive imagination. Big Joe Roberts appears as the highly suspicious police chief.<br /><br />Born into a family of Vaudevillian acrobats, Buster Keaton (1895-1966) mastered physical comedy at a very early age. An association with Fatty Arbuckle led to a series of highly imaginative short subjects and classic, silent feature-length films - all from 1920 to 1928. Writer, director, star & stuntman - Buster could do it all and his intuitive genius gave him almost miraculous knowledge as to the intricacies of film making and of what it took to please an audience. More akin to Fairbanks than Chaplin, Buster's films were full of splendid adventure, exciting derring-do and the most dangerous physical stunts imaginable. His theme of a little man against the world, who triumphs through bravery & ingenuity, dominates his films. Through every calamity & disaster, Buster remained the Great Stone Face, a stoic survivor in a universe gone mad.<br /><br />In the late 1920's Buster was betrayed by his manager/brother-in-law and his contract was sold to MGM, which proceeded to nearly destroy his career. Teamed initially with Jimmy Durante and eventually allowed small roles in mediocre comedies, Buster was for 35 years consistently given work far beneath his talent. Finally, before lung cancer took him at age 70, he had the satisfaction of knowing that his classic films were being rediscovered. Now, well past his centenary, Buster Keaton is routinely recognized & appreciated as one of cinema's true authentic geniuses. And he knew how to make people laugh...",positive
"This has been put out on the DVD market by Alpha, and it's for die-hard Boris Karloff fans (like moi) only. It's not a horror flick, but a drama where Boris is a struggling scientist agreeing to kill a wealthy woman's husband in order to gain the fortune needed to continue with his work. But once the dying victim changes his will and leaves his spouse nothing, all hell breaks loose.<br /><br />It's appeasing enough seeing Karloff as another selfish sinister type, and some of the acting is unintentionally hilarious (especially from the leading lady Mona Goya who is absolutely a laugh riot as the double-crossed wife).<br /><br />But proceed with much caution.",negative
Well don't expect anything deep an meaningful. Most of the fight scenes are pretty decent. The two leading ladies are quite endearing but their lack of HK action background shows at times. The ending maybe lacks something but I quite enjoyed it none the less. The cheesy humour isn't probably going to appeal to anyone who hasn't watched a bunch of HK films but if your down with that sort of thing and have a couple of hours to fill with something meaningless you could do a lot worse than this. (OK so you could do better but.......)<br /><br />Certainly on a par with most of the Hollywood blockbuster action drivel.<br /><br />7/10,positive
"The Sentinel is a movie that was recommended to me years ago, by my father, and i've seen it many times since. It always manages to entertain me, while being effectively creepy as well. The flashback scenes are what really made it for me. Cristina Raines's father running around all creepily, with the two creepy woman, always manages to send chills down my spine. it's your typical good vs evil thing, but at least it manages to be entertaining. The ending I consider to be one of the finest in Horror history. It has plenty of shocks and suspense, seeing Burgess Meredith do his thing as Chazen, had me on the edge of my seat. The Sentinel has the perfect build up of tension. We are never fully comfortable whenever Allison is on screen. We know something terrible is always awaiting her, and that made things all the more tense. This movie is often neglected among horror fans, but I personally think it's one of the better one's out there, and it certainly has enough for all Horror fans, to be satisfied.<br /><br />Performances. Cristina Raines has her wooden moments, but came though in a big way for the most part. She's beautiful to look at, and her chemistry with Saranadon felt natural. Chris Sarandon is great as the boyfriend, Michael. He had an instant screen presence, and I couldn't help but love him. Martin Balsam,José Ferrer,John Carradine,Ava Gardner,Arthur Kennedy,Sylvia Miles,Deborah Raffin,Jerry Orbach,Richard Dreyfuss,Jeff Goldblum and Tom Berenger all have memorable roles, or small cameos. Burgess Meredith is terrific as Chazen. He looks like a normal old man, but what we find out, is absolutely terrifying. Eli Wallach&Christopher Wlaken do well, as the bumbling detectives. Beverly D'Angelo has one chilling scene, that I won't spoil.<br /><br />Bottom line. The Sentinel is an effective Horror film that Horror fans, sadly tend to neglect. It will give you the thrills and scares you need to be satisfied. Well worth the look.<br /><br />7/10",positive
"I was fortunate enough to catch this film at the Phoenix Film Festival and I must say that I very much enjoyed it. When I asked the Director if he had attended Film School I was very much impressed that he had not. Films like these don't come from people without talent. To get a start in commercials and then produce a heart felt family comedy like this shows real range. I'll certainly be keeping an eye on what he does next. As a good indie movie should, the film is very character driven. As apposed to your average Hollywood movie, which are mostly plot driven. The Film centers on a Jewish family in New York, the Applebaum's, who have all been invited back for their fathers ""suicide"" party. The film is stock full of witty, quick, jabbing, dialogue. The fact the small Jewish family is obsessed with being Jewish and anyone who is Jewish grounds the unrealistic situation of a ""suicide"" party in reality. Director Jeff Hare does a wonderful job at pulling the characters out of the actors and bringing them to life on screen. The production design brings the sets to life with lots of attention paid to small details making the setting feel like a home that's been lived in for 40 years. The editing keeps up with the dialogue in such a way that it makes you sit on your seat wondering who's going to stab who with the next witty phrase or punch line. And when appropriate the film slows down to let the audience dive a little deeper into the meanings and motivations hidden inside these lovable characters. If you're a fan of Woody Allen or films like ""As Good as it Gets"" go see this film.",positive
I watched the first show of each series just to see and what a waste of time. The girl from Emmerdale she was fat so yeah she should be in fat friend but no one every lost weigh.<br /><br />Like Itv made a big mistake with this.<br /><br />Bad Girls is 100times better.<br /><br />I feel that the whole show was just about large people trying to loose weight but never did then they tried to have love storyline oh my god what a a waste of time and also air time. This show has not been repeated on ITV2/3/4 yeah thats how good it is.<br /><br />I would say do not by th box sets just a waste of money.<br /><br />BEWARE,negative
"Remnants of an ambushed Army unit hook up with a group of cowboys to fight their way through Indians on the warpath. Sounds like it could be an exciting western, but this one is dull, dull, dull. It moves like molasses, the action scenes are uninspired, the acting is pedestrian, the writing is flat, even the photography isn't very good. Eastwood, in a very early role, plays an ex-Confederate who doesn't like the idea of fighting on the same side as Yankees. That's about the only remotely interesting situation in the whole movie, but Eastwood wasn't experienced enough an actor to pull it off, and his character comes across as petulant rather than angry or embittered. A very ordinary western. Actually, a very less-than-ordinary western. Worth a look if you're a die-hard Eastwood fan and want to see him at the very beginning of his career. Otherwise, don't bother.",negative
"Debbie Vickers (Nell Schofield) and Sue Knight (Jad Capelja) want to become one of the cool girls in their high school. Uncool and ugly girls had two options, be a mole or a prude! Debbie and Sue imitate them by using their cheating practices in an exam. Two of the cool boys, Garry (Goeff Rhoe) and Danny (Tony Hughes) ask them for their answers and they all get busted. After a bawling out from the headmaster (Bud Tingwell) the cool girls meet them outside in the playground and confronted them about whether they ""dobbed"" on them all. As Debbie and Sue hadn't the cool girls invited them to the ""dunnies"" for a smoke. They then start to hang with them on weekends at the beach, watching all the boys surf. Sue ends up going out with Danny and Debbie with Garry. A lot of usual teenage action takes place including sex, drugs and rock and roll. Garry has an eventual overdose of heroin which makes Debbie face the inequalities of life and she decides to learn to surf instead of just watching the boys. They are not happy but watch her, calling names, and eventually Debbie masters the board. A cool early 80s Aussie film.",positive
"While I thought this was a good film about JFK Jr it was a little hard to follow the timeline. It jumped around quite a bit without ever mentioning what year they were in. Otherwise not great acting, and not really a great film, but it was nice to learn a little more about who JFK Jr was.",positive
"Wow, what a racist, profane piece of celluloid garbage, and what an insult to the great genre of Westerns.<br /><br />Exploitive? Sex scenes abound, profanity abounds, violence and gore abounds.....everything that gives modern movies such a good name, especially among those who prefer classic-era movies. This is the kind of sleaze that gives the old folks ammunition against today's films. <br /><br />Somehow I just can't picture nude male bathing scenes in Randolph Scott or Gene Autrey films. Nor can I picture hearing ""motherf---er!"" exclaimed here and there. I sincerely doubt that word was even around over 100 years ago. Yet, the f-word is so prevalent here you'd think you were watching a story centered in today's urban areas, not the old west of the 1800s.<br /><br />Prejudice? Well, what if all the white characters were good guys and every black person was the nasty, brutal villain? Do you think someone might complain about a racist movie? Home come we don't hear an outcry when the reverse - as demonstrated in this film - is shown in hundreds of theaters across the country?<br /><br />Mario Van Peeples wrote, directed and starred in this bomb. Remember that name. Apparently, he is the ""Ed Wood"" of today's filmmakers. Even Spike Lee wouldn't be this racist. You can't get much worse than this movie.",negative
"Well it is about 1,000 years in the future and we have finally breached traveling the vast distance between galaxies!! But sadly we still use guns that shoot bullets, black men are still calling each other brothers, and getting high, stoned, fighting etc.. Common stereotypical urban black men are still getting the short end of the stick! Babes in tight black rubber pants that look like they're from Baywatch share close quarters with the captian and crew. Crippled people still require wheelchairs to move, no fancy cures, implants, or robotic legs. Dracula still looks and acts gay. Need I go on... In short this move was shot on a typical sci-fi set low budget props, actors, and no real special effects to speak of. The beginning, the middle, and the ending was pathetic. I have to go off and shoot myself now there is nothing left to live for.",negative
"What happened? Those were the first words to come to mind after this awful movie finished for the first and last time on my computer screen. Nightmare on Elm St. had gone noticeably downhill after it's cult-classic of a first film, but I doubt anybody expected this horrible aberration. Nobody expected this cosmic joke of a film, and nobody is more distraught about it than I am.<br /><br />This is by far the worst ANOES film of the lot. It doesn't seem too bad at the beginning, with a genuinely creepy intro and a rather elongated shower scene featuring Alice. But then we hit rock bottom right at the beginning with bad acting and a jumbled sequence of events. I mean, sure, Freddy movies are supposed to be dreamlike and creepy, but this one is like a train-wreck in it's poor sequencing of events and awful plot setup. It feels like you're coming down with a terrible headache, not like you're getting scared. So the directing totally fails. None of the suspense and well crafted horror from previous sequels is found here, and even the death scenes are mostly just crass and moronic (the death by food especially), except for that one cool scene that's crafted like a comic book battle. That's why this movie gets a point.<br /><br />The storyline...lame, lame, lame, LAME. It was an excuse to gross people out and to make the MPAA mad, and nothing more.<br /><br />The acting...should I mention how Freddy has been turned into a childish boogey-man-like clown figure? How his rebirth scene made him look like a monster out of a 7 year old's horror book instead of the foreboding and nightmarish dream killer we've all known and loathed since the first film? That arm waving and stupid chuckling as he appeared again...ugh. And his one liners, too. Throughout the whole movie, they suck. Badly. A grade-schooler could come up with funnier stuff then the vomit Freddy spews throughout the 90 minute duration of the film. Hell, a chimpanzee could come up with much funnier lines than what Freddy's been told to say here. Who wrote the script for this? This movie is really irritating, too. It seems so pointless. Like a gnat buzzing around your head, a gnat that just WON'T go away. Freddy is just an annoyance now. We've seen him so many times before. This one's nothing different, and a lot of the time you just want him to take his awful one-liners and get off your TV screen. Alice, instead of the thoughtful and quiet girl from the last movie, seems annoying and very shallow, and this is obviously due to the horrible, horrible script this movie was fitted with. Lisa Wilcox may be a great actor, and sometimes it shines through the cracks here, but she can't save this movie. The other actors just suck, mostly.<br /><br />The last 15 or 20 minutes of Freddy's existence in this film are awful and embarrassing. I hope Englund was ashamed of this. Who wants to see Freddy running around like a mutated gorilla with his limbs stretched out, laughing like a cartoon villain? This movie destroyed anything positive I felt for the Nightmare series. I can't ever watch them again without this image running through my head; of the mangled cartoon abomination that Krueger became. He was slowly becoming a jokey, retarded pop culture icon, but this is the lowest of the low. This is rock bottom. Nobody will ever take Freddy Krueger seriously again after seeing this film. He's naught but a joke, a clown that is long overdue for retirement. Pathetic.<br /><br />Of all the movies I could hate, why did it have to be Nightmare on Elm St, a series which I once adored and liked a lot? The Dream Child represents the death of a legend, and the shattering of any hope I had in the Nightmare on Elm St. series. Freddy would go on to continue his downward spiral into clown status in the next installment, Freddy's Dead (which was more entertaining than this was, actually), and then he would go on to bring down the mood in Freddy VS Jason, and finally he would putter out into nothing, which is for the best.<br /><br />I know this has mostly been a rant about why Freddy sucks now, but this movie is overall, horrible, and one of the worst movies ever made. Not recommended to anyone, and even ANOES completionists won't want to see this one again.",negative
"Zu Warriors most definitely should've been an animated series because as a movie it's like watching an old anime on acid.The movie just starts out of nowhere and people just fly around fighting with metal wings and other stupid weapons until this princess sacrifices herself for her lover on a cloud or something.Whether this princess is a god or an angel is beyond me but soon enough this flying wind bad guy comes in and kills her while the guy with the razor wings fights some other mystical God /Demon/Wizard thing.The plot line is either not there or extremely hard to follow you need to be insanely intelligent to get this movie.The plot soon follows this Chinese mortal who is called upon by this god to fight the evil flying,princess killing bad guy and soon we have a very badly choreographed Uwe Boll like fight scene complete with terrible martial arts on a mountain or something.Even the visuals are weird some might say they are stunning and colorful but i'm going to say they are blurry and acid trip like (yes that's a word!).I watched it both dubbed and with subtitles and both were equally bad and hard to understand....who am i kidding i didn't understand it at all.It felt like i was watching episode 30 of some 1980's anime and completely missed how the story began or like i started reading a comic series of 5 at number 4 because i had no clue how this thing started where it was going or how it would end i was lost the entire time.I can honestly say this was one of the worst film experiences ever it was like watching Inu-Yasha at episode 134 drunk...yeah that's right you don't know what the hell is going on.Don't waste your brain trying to figure this out.",negative
"Saving Grace is a nice movie to watch in a boring afternoon,when you are looking for something different than the regular scripts and wants to have some fun. I mean,the whole idea of this movie and all the marijuana in it is such a craziness! It was the first movie I watched with this theme(drugs/marijuana) that is not really criticizing it,only making jokes about it. Grace Trevethyn is a widow,who lives in a small town in U.K. and has many financial problems because of her dead husband, who committed suicide since he was full of debts. The problem is that Grace, who imagined to have some money saved for her, discovers that she needs to pay all of her husband's pounds in debts to not lose all of her things, specially her house that she loves so much. She never worked before, and is in a tragic situation until Matthew,her gardener who is very found of smoking pot, decides to make a partnership with her in selling marijuana in large scale.",positive
"Clearly my rating for this is not to suggest it compares with the classy horrors of the likes of Argento but with other 70s low budget, drive in fare and in that department it truly is a classic. The lack of money shows, (Does anyone care too much?) the acting is adequate rather than professional, (Does that make it more realistic?) but unlike so many other movies, and not just low budget ones, this does not drag for a moment. Crap it may be but non stop crap, in your face crap and although inevitably a bit campy at times, this is a must see for anyone who has any idea what I'm talking about. At times quite delirious, this crazy little film filled out with crazy characters is clearly made for fun and fun indeed it is to watch.",positive
"It appears even the director doesn't like this film,but for me I think he's being a bit harsh on himself.<br /><br />Sure it's not perfect, but there are some atmospheric shots,and the story is good enough to keep you interested throughout.<br /><br />It's shot in what appears to be quite a pretty village which adds to the atmosphere as well.<br /><br />If you like horror films shot in England, give it a go.<br /><br />I have just seen a trailer for this directors latest film 'The Devil's Chair' which looks quite amazing.<br /><br />There aren't enough English horror films for me, so any that come along deserve our attention, and this one isn't as bad as you may think",positive
"I rented this film thinking it was the sobbingly sad 1959 version I saw as a kid. It was not. I was therefore very disappointed with what I felt was marginal acting, poor character development, and most of all, failure to highlight the relationship between the boy and his dog. In this version... the ""Dog of Flanders"" is just a cute ""aside"" to the movie. Get the 1959 version!",negative
"This is not a film is a clever, witty and often heart touching movie. It's a retrospective of a failed relationship between Michael Connor (Michael Leydon Campbell) and his estranged Irish girlfriend Grace Mckenna. Michael down on his luck decides to make a documentary replaying his whole relationship and what went wrong. He exploits his friendship with an actor he met at the gym Nadia (Nadia Dajani) who he gets to play Grace. The concept of this film is very original. Michaels relationship is shown from every point whether it's a high or low. Michael Leydon Campbell pulls off a fantastic performance that makes you want to help him find Grace. If fact most of the characters pull off great performances except the puzzler. The puzzler is needed to move the plot along yet seems too surreal to exist in a coffee shop. His monologues are often overdrawn and pointless. This is proved when he says ""Out of this chaos, we're all trying to create order. And out of the order, meaning. But in reality there is no such thing as meaning. Something only has meaning if we make it have meaning.""<br /><br />The commentary saves this movie. The commentary is done in the vain of This is Spinal Tap and has Michael and his brother explain the problems they had while making the film. Michael offers a very funny self conscious commentary that makes for some very good belly laughs.<br /><br />Overall I'd give this movie a 7/10.",positive
"Before I review this film, I must make a confession that is rather a bold statement to make as a film reviewer. Anyone who has already read any of my previous reviews may know that I've always been controversial in a low-key sense, giving high marks for flops such as ""Captain America"" and 1985's ""Creature"" and panning such film classics as Alistar Sim's ""A Christmas Carol"" and ""Shakespeare in Love."" With that in mind, this confession might not come as a surprise:<br /><br />The simple fact is, Christopher Lambert is probably one of my favorite actors. Woah, now, don't start getting crazy on me just yet. Let me explain myself: I by no means think he's the greatest actor in the world. I clearly confess that he is not. He is certainly no Morgan Freeman or Anthony Hopkins, but I would say that his acting ability is probably somewhere up there with at least Bruce Willis. What I admire about him, however, are the human qualities that he brings into his action heroes. He is just an average guy who laughs and cries and bleeds, who is a hero because he has to be, not necessarily because he wants to be. It takes a lot, in my opinion, to be able to bring out those qualities in a character (especially in the movies he's worked in), and Lambert's heroes are a far cry from Schwartzennegger's or Stallone's. Quite frankly, Lambert's characters are easier for me to relate to. Hence, he's not the greatest actor in the world....He's just a personal favorite.<br /><br />I can't say that same, however, for his films. However much I appretiate his acting, it would be foolish not to confess that his choice of films leave something to be desired. Most of them are, quite frankly, terrible, and any ridicule that he's gotten over the years from me isn't due to his acting, but rather his bad choice in scripts.<br /><br />With that in mind, I can say that his debut film, ""Tarzan,"" is one of his best films and probably his greatest performance. As I mentioned, it is effective becasue of the humaness he brings to the role, and for how seriously the director, writers and actors handle the material. This is a far leap from the B-movie action adventures with Johnny Weismeller from the 1940's. In fact, I would hesitate to call it an action movie. Instead, it is a serious drama that takes all of E.R. Burrough's material seriously, showing Tarzan's quest to discover his real family in Scotland after realizing that he doesn't fit in as a ""white ape."" He is torn in between his old family and his new one, which includes a wonderful Sir Ralph Richardson in his final role. In an attempt to adapt to humans, his ape instincts also kick in, and he can't decide what he loves more: His real family, or the one that he's always known. All in all, it is a wonderful commentary on society, and a wonderful character study.<br /><br />If nothing else, it launched Lambert into international stardom, which continued will into the 1980's with films like ""Highlander"" and ""he Sicilian."" Unfortunately, it didn't last. But just wait a while....His latest career moves such as ""Gideon"" and ""Resurrection"" have proven that though he still have a long way to go, he's a competent enough actor to be able to perhaps make a... ahem.... comeback if he'll just pick his roles better.<br /><br />For now, however, here's the verdict on his first film:<br /><br />*** out of ****",positive
"I walked into Blockbuster, itchin' to watch some good old fashion action movies. So i browsed around the action section until this movie caught my attention because the cover had in big bold letter SANDRA BULLOCK. An action movie with Sandra Bullock in it and it's rated R!? YAY! Although I will admit i prefer her in a comedy but if this is anything like 'Speed' then i was sold. Sadly Sandra really is not in this movie, her role is minor: ""Panicky kidnapped girlfriend"" (She is in fifth place on the actors listing for Jeebus shakes!) Apparently this was her first movie role (and after watching this movie, i figured as much) Sandra is the only living human in this movie, everyone else might as well be a Zombie in a B-Horror Flick. This movie deceived me saying Sandra was the lead . . . i fell for it like Biff from 'Back to the Future' when Marty yells ""WHAT'S THAT . . .!!!"" God, i wish i watched that instead of this.<br /><br />Sandra is the only bright side of this movie, every time she is on camera it is like she is picking up shock paddles and yelling ""CLEAR!"" to get this movies going but it flat lines no matter how hard she tries. More on Sandra later . . . <br /><br />The Movie is dull. Very Dull. Think of the Dullest moment in your life then imagine living through that moment for 110 minutes (for me, it is this movie). This movie even somehow makes Gun Fights and Bullet time effects boring, so boring that Elephant Tranquilizers are put to shame. And this movie's idea of Bullet Time is a close up of an AK in slow motion which mocks you as the caps spitting out of it represent each second of your life as it slowly ticks away. And I knew i was watching a bad movie because i found myself fast forwarding ""THROUGH-THE-ACTION!"" The plot? . . . there was a plot? Music? . . . even by 80s muck standards is Bad but at least it's the one thing that kept me awake. Acting? Sandra Bullock was good and . . . ummm . . . moving on. Is it any good since it IS rated R? No, unless R stands for Ridicules-snooze-fest.<br /><br />And it is really 80s Cliché when a movie opens with an overhead view of a city (rocking guitar licks or power ballet) and ends with a gun fight in a grim factory complete with steel walkways and assorted pipes. Both of which this movie satisfies. At least this movie establishes what era it's from which was unnecessary since Sandra's hair was screaming ""1980s!!!!"" And a movie gets really ham fisted when you watch an assassin stripper kill a nerd in the bathroom and stuff his body in a box, which you respond to sadly saying: ""that is probably the most action that poor sap ever got."" Another Hammy moment is at the beginning when some-Secret-Agent-Dude caps a crowd of people and apparently this movie thinks people jump into the air and fall to the ground when they die. All that scene needed was the Mario death ditty or maybe Contra sound effects but Nintendo might have sued.<br /><br />And it is sad when the main action hero of this movie rips off other BETTER movie icons. Before the big gun scene, Da hero is found standing in a boxing ring ('Rocky' anyone?), sporting a leather fedora (not 'Indiana Jones' too) with an ominous spotlights behind him (Terminator the 2nd before owning T-1000) What is really REALLY sad is that people on Youtube or Dailymotion can film better quality videos (with a crappy webcam no less) then this movie. I'm serious, most Rant videos recorded with bad audio and blurry picture are more entertaining then this movie. I cannot even call this movie by it's given name for it's very name bring back horrid memories of watching this cruel and unusual punishment (a freaking violation against human rights!) The only bright speck in this dark abysmal abyss is Sandra's career started taking off thanks to this movie. But oh Sandra . . . why did you have to be in such a nightmare? The paycheck better been worth it. The DVD also graces you with a little back story on Sandra as an extra, seen how she is the only one from this movie who end up being a house hold name. Which explains why this movie uses her name as bait for unsuspecting movie buffs, Crafty little critter.<br /><br />I don't have much experience with bad films but i know BAD when i see it. I could bounce back from 'Mazes and Monsters' with a good old campy Bruce Willis Comedy. But not even Bruce could cheer me up after this movie. I have yet to see any Ed Wood or Uwe Boll but I think I'm amped for them now. For i can't even fathom a movie worse then . . . ""GAG"" . . . 'Hangmen' . . .",negative
"First off i'll give this movie a low scoring 4 out of 10! It was nothing more than a wannabe film. I felt very let down watching this film. I was lead to people it would be more drama and more facts about the true story it's based on. Instead i spent over an hour watching middle aged mean break the law and take drugs.<br /><br />It's abit like football factory but with no real storyline and not a good ending. After watching the film i was left wondering ""What was that film all about?"" If you like films with no real storyline and a lot of drug taking and swearing then this is the film for you.<br /><br />I'm a BIG fan of mob and gangster movies but this film did not live up to the hype. I can see where the writer was trying to go with the film but it never reached it's destination.One of the worst British films that i have ever watched. If only the movie had more of a storyline this would have bad an excellent movie.",negative
"This is the worst movie I have ever seen and believe me I've sen a lot of bad movies. I love cheeesy horror but this was just terrible. There was not one scene in this film where I felt scared. All the actors must have been people that they found at a bus stop 20 minutes prior to shooting. I wish that Blockbutser would have given me my 99 cents back. The acting was terrible. The writing was incredibly bad. Someone had to screen this movie before it was released and had to know that it was terrible. I'd be embarrassed to have my name associated with this monstrosity. Don't rent this movie. If you do, don't return it so no other poor souls will ever make the mistake of renting it.",negative
"I had no expectations when I started to watch this movie. How surprised I was! This is a great, beautiful, twisted movie which will give your mind a good work-out! It's not simple. If you only enjoy Police Academy style, no-brains movies, this is not for you. The Cell is a deep, complex film with influences from movies like Cube, Silence of the Lambs and The Lawnmower Man, along with lots of completely new ideas. Wonderful, twisted environments, good acting and a compelling story makes this one of the best films I have seen in a long time! Be open-minded, and you will love it!",positive
"It seems like anybody can make a movie nowadays. It's like all you need is a camera, a group of people to be your cast and crew, a script, and a little money and walla you have a movie. Problem is that talent isn't always part of this equation and often times these kind of low budget films turn out to be duds. The video store shelves are filled with these so called films. These aren't even guilty pleasures, they're just a waste of celluloid that are better off forgotten. Troma Entertainment is known for making trash cinema, but most of their films are b movie gold. However, some of the films they've put out they had nothing to do with making and some, like 'Nightmare Weekend,' didn't deserve any form of release at all. <br /><br />Pros: The cast members do the best they can with the lousy material. Some unintentional hilarity. Moves at a good pace (Should at 81 minutes).<br /><br />Cons: Awful writing, which includes putrid dialogue and countless plot holes. Poorly lit, especially the night scenes and the ending, which you can't make out at all. Doesn't make a lick of sense. Badly scored. Cheap and very dated effects. Total lack of character development and you won't care about anybody. This is supposed to be a horror film, but it's lacking in that area and isn't the least bit scary. Nothing interesting or exciting happens. Loaded with unnecessary padding.<br /><br />Final thoughts: I never expected this to be some forgotten gem, but I never imagined it would be this bad. I don't know if it's the worst film ever made, but it's a definite contender. Troma should have let this film rot instead of giving it a release. Don't make the same mistake I did and let your curiosity get the best of you.<br /><br />My rating: 1/5",negative
